,gender,familyname,givenname,picture,email,occupation,birth_date,birth_country,company,street,city,zip,region,region_abbr,country,phone_code,phone,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,birth_continent,continent
<Daniel_Singer_(actor)>,m,Singer,Daniel,Daniel Singer.jpg,d.singer@yahoo.fr,mountain man,2018-11-02,United States,Brinker International,307 rue Jean de La Fontaine,Château-Thierry,02400,Hauts-de-France,,France,33,597625116,https://upload.wikimedia.org/wikipedia/commons/f/f7/Daniel_Singer.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Daniel_Singer.jpg/250px-Daniel_Singer.jpg,"Daniel ""Rover"" Singer (born 1959) is a performer, director, writer, designer, producer, and educator in the theatrical arts.
At the age of 18, he co-founded General Amazement Theater in Santa Rosa, CA, which produced three musicals in its first (and only) season, including Singer's original adaptation of ""Alice in Wonderland"".
Upon his return from studying “proper dramatic technique” in London, he founded the Reduced Shakespeare Company, whose three-man farce The Complete Works of William Shakespeare (Abridged)  toured the globe, played in London's West End for nine years, and has become one of the world's most popular shows.
In 1989, Singer hung up his doublet-and-hose to design theme parks at Walt Disney Imagineering, specializing in model-making, production design and field art direction (Splash Mountain, Toontown, Animal Kingdom, Muppet*Vision 3D, Indiana Jones).  While at WDI, Singer co-founded the Flower Street Players, an in-house theatre company for Disney employees, where he co-produced six plays, and starred as Snoopy in ""You’re A Good Man, Charlie Brown"" – as well as serving as the show's director and designer.
Leaving the theme park business in 2000, Singer returned to writing for the theater.  His latest work is ""A Perfect Likeness,"" a comedy about a fictitious meeting between Lewis Carroll and Charles Dickens in 1866, that premiered at Paper Lantern Theatre Co. in Winston-Salem NC, in April 2013.",00326.jpg,00328.jpg,North America,Europe
<Jon_Hicks_(journalist)>,m,Hicks,Jon,Jontyhicks.jpg,j-hicks@mail.com,conductor,1983-06-03,United Kingdom,Bank of Baroda,270 State Street,Cayce,29033,South Carolina,SC,United States,1,2572446163,https://upload.wikimedia.org/wikipedia/commons/d/dc/Jontyhicks.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Jontyhicks.jpg/250px-Jontyhicks.jpg,"Jon Hicks was the former editor-in-chief of the UK edition of the Official Xbox Magazine between 2007 and 2014. He wrote the first published review of Rockstar Games' Grand Theft Auto IV.Hicks previously worked on the launch of Windows Vista: The Official Magazine and has written for many print publications including PC Gamer, PC Format, GamesMaster, PC Zone, SFX, Edge, PC Plus, .net, Windows XP Magazine, Stuff, and The Mail on Sunday.",00327.jpg,00329.jpg,Europe,North America
<Oren_Rosenfeld>,m,Rosenfeld,Oren,Oren-rosenfeld.jpg,o-rosenfeld@hotmail.com,ornithologist,1957-11-28,Israel,DNV GL,376 North 43rd Avenue,Phoenix,85053,Arizona,AZ,United States,1,4647421771,https://upload.wikimedia.org/wikipedia/commons/d/d7/Oren-rosenfeld.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Oren-rosenfeld.jpg,"Oren Rosenfeld is an Israeli documentary filmmaker, photojournalist, and film producer.",00328.jpg,00330.jpg,Asia,North America
<David_Price_(actor)>,m,Price,David,David Price (actor).jpg,binome@gmail.com,businessman,1950-06-22,United States,Southern Wine & Spirits,95 Lasselle Street,Moreno Valley,92551,California,CA,United States,1,3415687658,https://upload.wikimedia.org/wikipedia/commons/b/bb/David_Price_%28actor%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/David_Price_%28actor%29.jpg/250px-David_Price_%28actor%29.jpg,"David Price is an American film and television actor and musician who lives and works in Poland. He has one son - Alexander Price (17yo) from Legnica, Poland. Originally from Big Sur, California, he is the son of Esalen Institute co-founder Dick Price.",00329.jpg,00331.jpg,North America,North America
<Ross_Wimer>,m,Wimer,Ross,Ross.Wimer.jpg,rosswimer@yahoo.com,clergyman,1956-10-09,United States,Circuit City,207 Raines Avenue,Jacksonville,32209,Florida,FL,United States,1,8893565333,https://upload.wikimedia.org/wikipedia/en/9/97/Ross.Wimer.jpg,https://upload.wikimedia.org/wikipedia/en/9/97/Ross.Wimer.jpg,"Ross Wimer, FAIA is an American architect, known for integrating the rigor and logic of engineering into his designs. Until October 2013, he was a design director in the Chicago office of Skidmore, Owings & Merrill, LLP. During his tenure at SOM from 1995-2013, he created architectural projects in over 20 cities on five continents. Mr. Wimer is a Fellow of the American Institute of Architects. He currently leads AECOM's architecture practice in the Americas.
The majority of these designs are for large scale mixed-use programs such as Leamouth Peninsula in London, Cayan Tower in Dubai, as well as Greenland Group Suzhou Center and White Magnolia Plaza in China. Examples of other work include city planning as in the 93 hectare Marina Bay Master Plan, high-speed rail station design such as Tanggu Rail Hub, airport design as in Changi Airport Terminal 3, and industrial design projects such as the New York Standard Streetlight and door hardware for Valli & Valli SPA.Mr. Wimer believes that environmental sustainability and expressive structure help define the aesthetic of architecture, which can be seen in projects such as Zhengzhou Greenland Plaza. His projects have been published widely; exhibited at the Venice Biennale, Art Institute of Chicago, and The Museum of Modern Art in New York; and have received numerous awards, including three Progressive Architecture Awards. Mr. Wimer was featured on the cover of the inaugural issue of Architect Magazine in which he explained that his joy in being an architect is the moral obligation that goes into the project. He believes that it's gratifying to create something that affects people's lives on a daily basis. In his projects, he stresses the importance of exposing the site of a project rather than imposing on it.",00330.jpg,00332.jpg,North America,North America
<Adam_Seelig>,m,Seelig,Adam,"Adam Seelig, Toronto, August 2014.jpg",adam-seelig@qq.com,record label director,1981-01-25,Canada,Lanxess,107 S. Zuni St.,Englewood,80110,Colorado,CO,United States,1,3519642279,https://upload.wikimedia.org/wikipedia/commons/c/ce/Adam_Seelig%2C_Toronto%2C_August_2014.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Adam_Seelig%2C_Toronto%2C_August_2014.jpg/250px-Adam_Seelig%2C_Toronto%2C_August_2014.jpg,"Adam Seelig (born 1975) is a Canadian and American poet, playwright, director, composer and Artistic Director of One Little Goat Theatre Company in Toronto.",00331.jpg,00333.jpg,North America,North America
<Hamyar_Nasser_Al-Ismaili>,m,Al-Ismaili,Hamyar,Hamyar_Nasser_Al-Ismaili.png,alismaili@gmail.com,composer,1989-04-26,Oman,Shoprite,78 W Glendale Ave,Phoenix,85021,Arizona,AZ,United States,1,5924151929,https://upload.wikimedia.org/wikipedia/commons/4/41/Hamyar_Nasser_Al-Ismaili.png,https://upload.wikimedia.org/wikipedia/commons/4/41/Hamyar_Nasser_Al-Ismaili.png,Hamyar Nasser Al-Ismaili (Arabic: حمير ناصر الاسماعيلي‎) born 17 October 1953 is an Omani businessman and former football player.,00029.png,00038.png,Asia,North America
<Max_Candy>,m,Candy,Max,,candy@frontiernet.net,legal adviser,1978-02-19,Canada,Alcatel-Lucent,158 North 6th Street,Greybull,82426,Wyoming,WY,United States,1,1982761582,,,,,,North America,North America
<Adam_Bierman>,m,Bierman,Adam,,a.bierman@rocketmail.com,nurse,1985-03-13,United States,Mercer,421 Black Creek Parkway,Gadsden,35904,Alabama,AL,United States,1,2894258952,,,,,,North America,North America
<Kevin_McIntosh>,m,McIntosh,Kevin,301000 - Cycling Australian head coach Kevin McIntosh head shot - 3b - 2000 Sydney portrait photo.jpg,bedale91@yahoo.fr,multimedia artist,2013-05-07,Australia,A.S. Watson Group,293 Coit Road,Frisco,75035,Texas,TX,United States,1,5664682251,https://upload.wikimedia.org/wikipedia/commons/1/13/301000_-_Cycling_Australian_head_coach_Kevin_McIntosh_head_shot_-_3b_-_2000_Sydney_portrait_photo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/301000_-_Cycling_Australian_head_coach_Kevin_McIntosh_head_shot_-_3b_-_2000_Sydney_portrait_photo.jpg/250px-301000_-_Cycling_Australian_head_coach_Kevin_McIntosh_head_shot_-_3b_-_2000_Sydney_portrait_photo.jpg,Kevin McIntosh is an Australian cycling coach.,00332.jpg,00334.jpg,Oceania,North America
<The_Piddingtons>,m,Piddingtons,The,Leslie and Sydney Piddington.png,the-piddingtons@bluewin.ch,actor,1958-09-25,Australia,Mann+Hummel,306 West Gore Boulevard,Lawton,73505,Oklahoma,OK,United States,1,9415896534,https://upload.wikimedia.org/wikipedia/commons/6/64/Leslie_and_Sydney_Piddington.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Leslie_and_Sydney_Piddington.png/250px-Leslie_and_Sydney_Piddington.png,"Sydney Piddington (1918 – 29 January 1991) and Lesley Piddington (born 1925 –  2 August 2016) were an Australian husband and wife mentalism team who performed as The Piddingtons and gave one of the most famous stage and radio telepathy acts of modern times. The Piddingtons never revealed their methods but did not claim to possess paranormal powers. There has been speculation from magicians about how they may have utilized codes, confederates or mechanical aids.",00030.png,00039.png,Oceania,North America
<Christian_Geo_Heltboe>,m,Heltboe,Christian,Geo.jpg,mipubo99@gmail.com,self employed,1985-05-04,Denmark,Sina Corp,261 W Luzerne St,Philadelphia,19140,Pennsylvania,PA,United States,1,6849871495,https://upload.wikimedia.org/wikipedia/commons/1/1c/Geo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Geo.jpg/250px-Geo.jpg,"Christian Geo Heltboe (born August 12, 1975 in Aalborg) is a Danish comedian. He is best known under his middle name Geo.",00333.jpg,00335.jpg,Europe,North America
<Elio_Vittorini>,m,Vittorini,Elio,ElioVittorini.jpg,vittorini@ymail.com,philosopher,1955-04-02,Italy,Swiss Federal Railways,426 boulevard Ferdinand Lesseps,Marseille,13001,Provence-Alpes-Côte d'Azur,,France,33,894263586,https://upload.wikimedia.org/wikipedia/commons/7/72/ElioVittorini.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/ElioVittorini.jpg/250px-ElioVittorini.jpg,"Elio Vittorini (Italian pronunciation: [ˈɛːljo vittoˈriːni] (listen); 23 July 1908 – 12 February 1966) was an Italian writer and novelist. He was a contemporary of Cesare Pavese and an influential voice in the modernist school of novel writing. His best-known work is the anti-fascist novel Conversations in Sicily, for which he was jailed when it was published in 1941. The first U.S. edition of the novel, published in 1949, included an introduction from Ernest Hemingway, whose style influenced Vittorini and that novel in particular.",00334.jpg,00336.jpg,Europe,Europe
<Ernst_Raupach>,m,Raupach,Ernst,Carl Christian Vogel von Vogelstein - Ernst Benjamin Salomo Raupach.jpg,ernst-raupach363@zonnet.nl,civil rights activist,1940-03-27,Germany,Microchip Technology,55 W. Erie Street,Chandler,85224,Arizona,AZ,United States,1,8855652698,https://upload.wikimedia.org/wikipedia/commons/6/64/Carl_Christian_Vogel_von_Vogelstein_-_Ernst_Benjamin_Salomo_Raupach.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Carl_Christian_Vogel_von_Vogelstein_-_Ernst_Benjamin_Salomo_Raupach.jpg/250px-Carl_Christian_Vogel_von_Vogelstein_-_Ernst_Benjamin_Salomo_Raupach.jpg,"Ernst Benjamin Salomo Raupach (May 21, 1784 – March 18, 1852) was a German dramatist.",00335.jpg,00337.jpg,Europe,North America
<Ajinkya_Deo>,m,Deo,Ajinkya,Ajinkya Dev.jpg,deo@gmail.com,farmer,2008-02-01,India,Glencore,177 W. Arctic Ave.,Palmer,99654,Alaska,AK,United States,1,3862516714,https://upload.wikimedia.org/wikipedia/commons/7/73/Ajinkya_Dev.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Ajinkya_Dev.jpg/250px-Ajinkya_Dev.jpg,"Ajinkya Deo is an Indian actor in Marathi films and is the son of veteran Marathi actor Ramesh Deo and Seema Deo. He is elder brother of Hindi film director Abhinay Deo. Vasudev Balawant Phadke was the latest Marathi film in which he was the lead. The film was released in December 2007.
Ajinkya Dev is also the executive director of Prabhat Entertainment TV channel. The channel, which is being beamed through THAICOM-3 is being financed partially by an NRI. Apart from Ajinkya the Board of directors of Prabhat Entertainment TV comprised Ravi Agrawal (chairman), Deepak Agrawal (managing director), Charuhas Satam (creative director), Anant Rangaswami (marketing director) and Anil Shetty (director). The channel operated from 2000 to 2002.
Ajinkya Deo acted in a Telugu horror film in the year 1996 directed by Ram Gopal Varma.
Ajinkya Dev currently anchoring a crime show with Marathi entertainment Chanel [Star Pravah].
Ajinkya working with Ajay Devgan in his Historic big budget Movie Tanaaji.
Movie Bombairiya is his upcoming movie and also playing the role of Great warrior Tatya Tope in movie based on the life of Rani Laxmibai namely ""Swords & Sceptres""",00336.jpg,00338.jpg,Asia,North America
<Richard_P._Henrick>,m,Henrick,Richard,Richard Henrick.jpg,r-henrick@me.com,physicist,2014-02-01,United States,Cummins,75 Dove Ave,Miami Springs,33166,Florida,FL,United States,1,9112556294,https://upload.wikimedia.org/wikipedia/commons/8/86/Richard_Henrick.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Richard_Henrick.jpg/250px-Richard_Henrick.jpg,"Richard P. Henrick is an American novelist and screenwriter whose works include Crimson Tide,  Attack on the Queen and Nightwatch. A recognized master of naval fiction and submarine adventure, he has published over 18 books in numerous different  countries and  languages. He was born in St. Louis, Missouri where he still lives and works.",00337.jpg,00339.jpg,North America,North America
<Maurizio_Porfiri>,m,Porfiri,Maurizio,,mporfiri@juno.com,reporter,1939-03-12,Italy,OMV,91-5007 Kapolei Parkway,Kapolei,96707,Hawaii,HI,United States,1,5238492559,,,"Maurizio Porfiri (born Rome, Italy) is an Italian electrical engineer, noted for his work with robotic fish and aquatic research. His research focuses on network theory, dynamical systems, and multiphysics modeling of complex systems. He is a mechanical and aerospace engineering professor at the New York University Polytechnic School of Engineering.",,,Europe,North America
<Josh_Vietti>,m,Vietti,Josh,Stone Soul Pic 1.jpg,dime@yahoo.ca,publisher,1956-12-01,United States,Votorantim Novos Negócios,197 Maple Lane,Big Bear City,92315,California,CA,United States,1,1292554185,https://upload.wikimedia.org/wikipedia/commons/9/93/Stone_Soul_Pic_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Stone_Soul_Pic_1.jpg/250px-Stone_Soul_Pic_1.jpg,"Josh Vietti is an American violinist and composer from Los Angeles, California. On December 27, 2012, Vietti was named one of Los Angeles' Best Breakout Music Acts of 2012 by CBS Los Angeles for his unique talent and contributions to music education. Although generally billed as a hip-hop violinist, Vietti also incorporates country, gospel, pop, jazz and classical music styles into his repertoire. Josh is currently featured on ESPN's Sunday NFL Countdown commercial titled ""The Journey"". The commercial airs each Sunday throughout the NFL season. In the segment Vietti performs his own violin arrangement of the hip-hop classic In Da Club by rapper 50 Cent.",00338.jpg,00340.jpg,North America,North America
<Saeed_Naqvi>,m,Naqvi,Saeed,saeed_naq.jpg,fafodu73@hotmail.es,dramatist,2003-06-25,India,Andhra Pradesh Power Generation Corporation,150 N Broad St,Philadelphia,19130,Pennsylvania,PA,United States,1,8396786569,https://upload.wikimedia.org/wikipedia/commons/1/16/Saeed_naq.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Saeed_naq.jpg/250px-Saeed_naq.jpg,"Saeed Naqvi is senior Indian journalist, television commentator, interviewer. He has interviewed world leaders and personalities in India and abroad, which appear in newspapers, magazines and on national television, remained editor of the World Report, a syndication service on foreign affairs, and has written for several publication, both global and Indian, including the BBC News, The Sunday Observer, The Sunday Times, The Guardian, Washington Post, The Indian Express, The Citizen and Outlook magazine. At the Indian Express, he started in 1977 as a Special Correspondent and eventually becoming, editor, Indian Express, Madras, (1979–1984), and Foreign Editor, The Indian Express, Delhi in 1984, and continues to writes columns and features for the paper.",00339.jpg,00341.jpg,Asia,North America
<Edward_William_Cox>,m,Cox,Edward,Edward_William_Cox.png,edwardcox@yahoo.com,occultist,1995-01-19,England,Prada,"264 W. Business Loop I-10, Exit 378",San Simon,85632,Arizona,AZ,United States,1,2698535939,https://upload.wikimedia.org/wikipedia/commons/8/88/Edward_William_Cox.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Edward_William_Cox.png/250px-Edward_William_Cox.png,"Edward William Cox (1809–1879) was an English lawyer and legal writer, who was also a successful publisher. He has been described as ""the greatest entrepreneur of 'class' journalism"".",00031.png,00040.png,Europe,North America
